station,date,prcp,tobs
USC00519397,2017-01-19,0.0,73
USC00519397,2017-01-20,0.0,71
USC00519397,2017-01-21,0.0,72
USC00519397,2017-01-22,0.16,72
USC00519397,2017-01-23,0.0,72
USC00519397,2017-01-24,0.04,69
USC00519397,2017-01-25,0.03,72
USC00519397,2017-01-26,0.0,71
USC00519397,2017-01-27,0.0,65
USC00519397,2017-01-28,0.0,64
USC00519397,2017-01-29,0.18,67
USC00519397,2017-01-30,0.0,67
USC00519397,2017-01-31,0.0,68
USC00519397,2017-02-01,0.0,70
USC00519397,2017-02-02,0.0,61
USC00519397,2017-02-03,0.0,65
USC00519397,2017-02-04,0.0,72
USC00519397,2017-02-05,0.0,73
USC00519397,2017-02-06,0.0,76
USC00519397,2017-02-07,0.51,64
USC00519397,2017-02-08,0.0,62
USC00519397,2017-02-09,0.0,61
USC00519397,2017-02-10,0.0,71
USC00519397,2017-02-11,0.31,69
USC00519397,2017-02-12,2.62,68
USC00519397,2017-02-13,0.01,74
USC00519397,2017-02-14,0.0,75
USC00519397,2017-02-15,0.0,75
USC00519397,2017-02-16,0.07,71
USC00519397,2017-02-17,0.0,71
USC00519397,2017-02-18,0.0,68
USC00519397,2017-02-19,0.0,69
USC00519397,2017-02-20,0.0,71
USC00519397,2017-02-21,0.06,70
USC00519397,2017-02-22,0.06,72
USC00519397,2017-02-23,0.01,74
USC00519397,2017-02-24,0.0,70
USC00519397,2017-02-25,0.03,64
USC00519397,2017-02-26,0.0,65
USC00519397,2017-02-27,0.0,72
USC00519397,2017-02-28,0.0,74
USC00519397,2017-03-01,1.19,66
USC00519397,2017-03-02,0.73,73
USC00519397,2017-03-03,0.47,69
USC00519397,2017-03-04,0.0,74
USC00519397,2017-03-05,0.35,71
USC00519397,2017-03-06,0.0,69
USC00519397,2017-03-07,0.0,68
USC00519397,2017-03-08,0.0,71
USC00519397,2017-03-09,0.0,72
USC00519397,2017-03-10,0.0,68
USC00519397,2017-03-11,0.0,71
USC00519397,2017-03-12,0.0,74
USC00519397,2017-03-13,0.0,71
USC00519397,2017-03-14,0.0,71
USC00519397,2017-03-15,0.0,71
USC00519397,2017-03-16,0.0,70
USC00519397,2017-03-17,0.0,72
USC00519397,2017-03-18,0.0,69
USC00519397,2017-03-19,0.0,73
USC00519397,2017-03-20,0.0,75
USC00519397,2017-03-21,0.0,75
USC00519397,2017-03-22,0.0,74
USC00519397,2017-03-23,0.0,70
USC00519397,2017-03-24,0.02,73
USC00519397,2017-03-25,0.0,76
USC00519397,2017-03-26,0.0,76
USC00519397,2017-03-27,0.0,75
USC00519397,2017-03-28,0.0,77
USC00519397,2017-03-29,0.0,76
USC00519397,2017-03-30,0.0,77
USC00519397,2017-03-31,0.0,76
USC00519397,2017-04-01,0.0,76
USC00519397,2017-04-02,0.0,76
USC00519397,2017-04-03,0.0,77
USC00519397,2017-04-04,0.0,76
USC00519397,2017-04-05,0.0,78
USC00519397,2017-04-06,0.0,77
USC00519397,2017-04-07,0.0,77
USC00519397,2017-04-08,0.0,77
USC00519397,2017-04-09,0.0,72
USC00519397,2017-04-10,0.0,75
USC00519397,2017-04-11,0.0,79
USC00519397,2017-04-12,0.0,78
USC00519397,2017-04-13,0.0,77
USC00519397,2017-04-14,0.26,75
USC00519397,2017-04-15,0.01,73
USC00519397,2017-04-16,0.0,74
USC00519397,2017-04-17,0.02,74
USC00519397,2017-04-18,0.0,75
USC00519397,2017-04-19,0.02,74
USC00519397,2017-04-20,0.05,78
USC00519397,2017-04-21,0.23,73
USC00519397,2017-04-22,0.32,76
USC00519397,2017-04-23,0.03,77
USC00519397,2017-04-24,0.0,77
USC00519397,2017-04-25,0.0,77
USC00519397,2017-04-26,0.0,77
USC00519397,2017-04-27,0.0,78
USC00519397,2017-04-28,0.0,76
USC00519397,2017-04-29,0.12,72
USC00519397,2017-04-30,0.89,63
USC00519397,2017-05-01,0.26,75
USC00519397,2017-05-02,0.0,78
USC00519397,2017-05-03,0.0,78
USC00519397,2017-05-04,0.0,78
USC00519397,2017-05-05,0.0,79
USC00519397,2017-05-06,0.0,79
USC00519397,2017-05-07,0.0,79
USC00519397,2017-05-08,0.0,77
USC00519397,2017-05-10,0.0,78
USC00519397,2017-05-11,0.01,78
USC00519397,2017-05-12,0.0,79
USC00519397,2017-05-13,0.0,79
USC00519397,2017-05-14,0.0,77
USC00519397,2017-05-15,0.05,78
USC00519397,2017-05-16,0.01,78
USC00519397,2017-05-17,0.0,78
USC00519397,2017-05-18,0.01,73
USC00519397,2017-05-19,0.0,76
USC00519397,2017-05-20,0.0,78
USC00519397,2017-05-21,0.0,76
USC00519397,2017-05-22,0.0,77
USC00519397,2017-05-23,0.08,87
USC00519397,2017-05-24,0.13,77
USC00519397,2017-05-25,0.15,77
USC00519397,2017-05-27,0.01,74
USC00519397,2017-05-28,0.02,76
USC00519397,2017-05-29,0.0,75
USC00519397,2017-05-30,0.26,76
USC00519397,2017-05-31,0.02,79
USC00519397,2017-06-01,0.0,79
USC00519397,2017-06-02,0.0,79
USC00519397,2017-06-03,0.02,79
USC00519397,2017-06-04,0.0,79
USC00519397,2017-06-05,0.0,80
USC00519397,2017-06-06,0.0,79
USC00519397,2017-06-07,0.0,79
USC00519397,2017-06-08,0.0,80
USC00519397,2017-06-09,0.0,80
USC00519397,2017-06-10,0.04,77
USC00519397,2017-06-11,0.08,79
USC00519397,2017-06-12,0.02,83
USC00519397,2017-06-13,0.0,80
USC00519397,2017-06-14,0.0,80
USC00519397,2017-06-15,0.0,78
USC00519397,2017-06-16,0.0,79
USC00519397,2017-06-17,0.0,80
USC00519397,2017-06-18,0.05,77
USC00519397,2017-06-19,0.0,80
USC00519397,2017-06-20,0.02,78
USC00519397,2017-06-21,0.0,79
USC00519397,2017-06-22,0.0,80
USC00519397,2017-06-23,0.0,78
USC00519397,2017-06-24,0.06,80
USC00519397,2017-06-25,0.0,80
USC00519397,2017-06-26,0.0,81
USC00519397,2017-06-27,0.0,80
USC00519397,2017-06-28,0.0,79
USC00519397,2017-06-29,0.0,79
USC00519397,2017-06-30,0.08,75
USC00519397,2017-07-01,0.02,80
USC00519397,2017-07-02,0.02,80
USC00519397,2017-07-03,0.04,78
USC00519397,2017-07-04,0.04,80
USC00519397,2017-07-05,0.0,80
USC00519397,2017-07-06,0.0,81
USC00519397,2017-07-07,0.0,79
USC00519397,2017-07-08,0.0,80
USC00519397,2017-07-09,0.0,80
USC00519397,2017-07-10,0.0,80
USC00519397,2017-07-11,0.0,78
USC00519397,2017-07-12,0.0,81
USC00519397,2017-07-13,0.07,79
USC00519397,2017-07-14,0.02,81
USC00519397,2017-07-15,0.0,80
USC00519397,2017-07-16,0.02,78
USC00519397,2017-07-17,0.03,80
USC00519397,2017-07-18,0.05,80
USC00519397,2017-07-20,0.03,80
USC00519397,2017-07-21,0.0,80
USC00519397,2017-07-22,0.03,81
USC00519397,2017-07-23,0.0,81
USC00519397,2017-07-24,0.05,78
USC00519397,2017-07-25,0.0,80
USC00519397,2017-07-26,0.0,82
USC00519397,2017-07-27,0.0,79
USC00519397,2017-07-28,0.0,81
USC00519397,2017-07-29,0.0,81
USC00519397,2017-07-30,0.0,81
USC00519397,2017-07-31,0.0,80
USC00519397,2017-08-01,0.02,77
USC00519397,2017-08-02,0.0,73
USC00519397,2017-08-03,0.0,79
USC00519397,2017-08-04,0.02,80
USC00519397,2017-08-05,0.0,81
USC00519397,2017-08-06,0.0,80
USC00519397,2017-08-07,0.0,80
USC00519397,2017-08-08,0.0,80
USC00519397,2017-08-09,0.0,80
USC00519397,2017-08-10,0.0,81
USC00519397,2017-08-11,0.0,78
USC00519397,2017-08-12,0.0,80
USC00519397,2017-08-13,0.0,81
USC00519397,2017-08-14,0.0,79
USC00519397,2017-08-15,0.02,78
USC00519397,2017-08-18,0.0,80
USC00519397,2017-08-19,0.0,79
USC00519397,2017-08-20,0.0,81
USC00519397,2017-08-21,0.0,81
USC00519397,2017-08-22,0.0,82
USC00513117,2016-08-24,2.15,76
USC00513117,2016-08-25,0.08,77
USC00513117,2016-08-26,0.03,78
USC00513117,2016-08-27,0.18,73
USC00513117,2016-08-28,0.14,73
USC00513117,2016-08-29,0.17,78
USC00513117,2016-08-30,0.0,76
USC00513117,2016-08-31,0.1,77
USC00513117,2016-09-01,0.0,79
USC00513117,2016-09-02,0.02,78
USC00513117,2016-09-03,0.07,77
USC00513117,2016-09-04,0.03,75
USC00513117,2016-09-05,0.11,78
USC00513117,2016-09-06,0.05,74
USC00513117,2016-09-07,0.1,75
USC00513117,2016-09-08,0.22,77
USC00513117,2016-09-09,0.01,76
USC00513117,2016-09-10,0.01,76
USC00513117,2016-09-11,0.18,76
USC00513117,2016-09-12,0.04,76
USC00513117,2016-09-13,0.37,76
USC00513117,2016-09-14,0.9,76
USC00513117,2016-09-15,0.12,78
USC00513117,2016-09-16,0.01,78
USC00513117,2016-09-17,0.04,78
USC00513117,2016-09-18,0.0,78
USC00513117,2016-09-19,0.01,75
USC00513117,2016-09-20,0.09,78
USC00513117,2016-09-21,0.06,76
USC00513117,2016-09-22,0.09,77
USC00513117,2016-09-23,0.15,76
USC00513117,2016-09-24,0.0,79
USC00513117,2016-09-25,0.02,77
USC00513117,2016-09-26,0.06,77
USC00513117,2016-09-27,0.12,77
USC00513117,2016-09-28,0.08,77
USC00513117,2016-09-29,0.49,76
USC00513117,2016-09-30,0.31,77
USC00513117,2016-10-01,0.14,75
USC00513117,2016-10-02,0.02,77
USC00513117,2016-10-03,0.04,78
USC00513117,2016-10-04,0.0,78
USC00513117,2016-10-05,0.0,77
USC00513117,2016-10-06,0.05,76
USC00513117,2016-10-07,0.0,78
USC00513117,2016-10-08,0.0,76
USC00513117,2016-10-09,0.0,77
USC00513117,2016-10-10,0.0,75
USC00513117,2016-10-11,0.02,77
USC00513117,2016-10-12,0.03,75
USC00513117,2016-10-13,0.0,78
USC00513117,2016-10-14,0.0,77
USC00513117,2016-10-15,0.0,76
USC00513117,2016-10-16,0.0,75
USC00513117,2016-10-17,0.03,77
USC00513117,2016-10-18,0.05,77
USC00513117,2016-10-19,0.06,77
USC00513117,2016-10-20,0.0,76
USC00513117,2016-10-21,0.15,76
USC00513117,2016-10-22,0.1,77
USC00513117,2016-10-23,0.01,76
USC00513117,2016-10-24,0.0,76
USC00513117,2016-10-25,0.04,77
USC00513117,2016-10-26,0.06,74
USC00513117,2016-10-27,0.11,75
USC00513117,2016-10-28,0.02,77
USC00513117,2016-10-29,0.02,77
USC00513117,2016-10-30,0.1,78
USC00513117,2016-10-31,0.03,76
USC00513117,2016-11-01,0.01,77
USC00513117,2016-11-02,0.0,76
USC00513117,2016-11-03,0.0,74
USC00513117,2016-11-04,0.0,76
USC00513117,2016-11-05,0.02,72
USC00513117,2016-11-06,0.02,76
USC00513117,2016-11-07,0.0,69
USC00513117,2016-11-08,0.14,71
USC00513117,2016-11-09,0.08,70
USC00513117,2016-11-10,0.0,69
USC00513117,2016-11-11,0.0,71
USC00513117,2016-11-12,0.0,68
USC00513117,2016-11-13,0.0,72
USC00513117,2016-11-14,0.06,76
USC00513117,2016-11-15,0.0,78
USC00513117,2016-11-16,0.14,76
USC00513117,2016-11-17,0.03,75
USC00513117,2016-11-18,0.01,78
USC00513117,2016-11-19,0.11,73
USC00513117,2016-11-20,0.11,75
USC00513117,2016-11-21,0.02,75
USC00513117,2016-11-22,0.41,76
USC00513117,2016-11-23,0.03,75
USC00513117,2016-11-24,0.2,75
USC00513117,2016-11-25,0.05,76
USC00513117,2016-11-26,0.05,76
USC00513117,2016-11-27,0.06,75
USC00513117,2016-11-28,0.02,75
USC00513117,2016-11-29,0.04,74
USC00513117,2016-11-30,0.05,74
USC00513117,2016-12-01,0.33,73
USC00513117,2016-12-02,0.3,71
USC00513117,2016-12-03,0.04,71
USC00513117,2016-12-04,0.1,69
USC00513117,2016-12-05,0.34,68
USC00513117,2016-12-06,0.02,70
USC00513117,2016-12-07,0.17,71
USC00513117,2016-12-08,0.03,72
USC00513117,2016-12-09,0.34,70
USC00513117,2016-12-10,0.02,71
USC00513117,2016-12-11,0.02,72
USC00513117,2016-12-12,0.01,68
USC00513117,2016-12-13,0.1,68
USC00513117,2016-12-14,0.05,70
USC00513117,2016-12-15,0.02,70
USC00513117,2016-12-16,0.01,63
USC00513117,2016-12-17,0.11,71
USC00513117,2016-12-18,0.29,67
USC00513117,2016-12-19,0.21,69
USC00513117,2016-12-20,0.02,74
USC00513117,2016-12-21,0.03,72
USC00513117,2016-12-22,0.17,70
USC00513117,2016-12-23,0.1,69
USC00513117,2016-12-24,0.14,73
USC00513117,2016-12-25,0.03,74
USC00513117,2016-12-26,0.26,74
USC00513117,2016-12-27,0.03,73
USC00513117,2016-12-28,0.09,71
USC00513117,2016-12-29,0.18,72
USC00513117,2016-12-30,0.21,69
USC00513117,2016-12-31,0.62,71
USC00513117,2017-01-01,0.29,66
USC00513117,2017-01-02,0.0,66
USC00513117,2017-01-03,0.0,65
USC00513117,2017-01-04,0.0,64
USC00513117,2017-01-05,0.0,65
USC00513117,2017-01-06,0.0,70
USC00513117,2017-01-07,0.06,72
USC00513117,2017-01-08,0.0,62
USC00513117,2017-01-09,0.0,65
USC00513117,2017-01-10,0.0,66
USC00513117,2017-01-11,0.0,66
USC00513117,2017-01-12,0.0,67
USC00513117,2017-01-13,0.0,70
USC00513117,2017-01-14,0.0,66
USC00513117,2017-01-15,0.0,67
USC00513117,2017-01-16,0.0,69
USC00513117,2017-01-17,0.0,74
USC00513117,2017-01-18,0.0,73
USC00513117,2017-01-19,0.0,74
USC00513117,2017-01-20,0.0,73
USC00513117,2017-01-21,0.04,72
USC00513117,2017-01-22,0.01,71
USC00513117,2017-01-23,0.08,71
USC00513117,2017-01-24,0.15,71
USC00513117,2017-01-25,0.12,73
USC00513117,2017-01-26,0.0,72
USC00513117,2017-01-27,0.0,63
USC00513117,2017-01-28,0.14,71
USC00513117,2017-01-29,0.0,71
USC00513117,2017-01-30,0.0,69
USC00513117,2017-01-31,0.0,69
USC00513117,2017-02-01,0.0,69
USC00513117,2017-02-02,0.0,63
USC00513117,2017-02-03,0.0,64
USC00513117,2017-02-04,0.0,67
USC00513117,2017-02-05,0.0,75
USC00513117,2017-02-06,0.16,74
USC00513117,2017-02-07,1.08,67
USC00513117,2017-02-08,1.08,67
USC00513117,2017-02-09,0.02,64
USC00513117,2017-02-10,0.0,64
USC00513117,2017-02-11,1.0,65
USC00513117,2017-02-12,1.07,67
USC00513117,2017-02-13,2.9,69
USC00513117,2017-02-14,0.0,72
USC00513117,2017-02-15,0.0,76
USC00513117,2017-02-16,0.0,74
USC00513117,2017-02-17,0.8,67
USC00513117,2017-02-18,0.0,71
USC00513117,2017-02-19,0.0,70
USC00513117,2017-02-20,0.0,71
USC00513117,2017-02-21,0.0,70
USC00513117,2017-02-22,0.06,70
USC00513117,2017-02-23,0.0,70
USC00513117,2017-02-24,0.0,70
USC00513117,2017-02-25,0.0,63
USC00513117,2017-02-26,0.0,63
USC00513117,2017-02-27,0.0,66
USC00513117,2017-02-28,0.16,73
USC00513117,2017-03-01,2.2,72
USC00513117,2017-03-02,1.45,73
USC00513117,2017-03-03,0.54,73
USC00513117,2017-03-04,0.0,76
USC00513117,2017-03-05,0.1,70
USC00513117,2017-03-06,0.51,66
USC00513117,2017-03-07,0.0,65
USC00513117,2017-03-08,0.0,70
USC00513117,2017-03-09,0.8,67
USC00513117,2017-03-10,0.13,68
USC00513117,2017-03-11,0.03,68
USC00513117,2017-03-12,0.0,70
USC00513117,2017-03-13,0.0,70
USC00513117,2017-03-14,0.0,70
USC00513117,2017-03-15,0.0,71
USC00513117,2017-03-16,0.0,69
USC00513117,2017-03-17,0.19,69
USC00513117,2017-03-18,0.0,67
USC00513117,2017-03-19,0.0,72
USC00513117,2017-03-20,0.0,72
USC00513117,2017-03-21,0.0,73
USC00513117,2017-03-22,0.0,74
USC00513117,2017-03-23,0.0,74
USC00513117,2017-03-24,0.6,72
USC00513117,2017-03-25,0.13,72
USC00513117,2017-03-26,0.0,75
USC00513117,2017-03-27,0.0,74
USC00513117,2017-03-28,0.03,75
USC00513117,2017-03-29,0.0,73
USC00513117,2017-03-30,0.08,74
USC00513117,2017-03-31,0.0,74
USC00513117,2017-04-01,0.0,76
USC00513117,2017-04-02,0.0,74
USC00513117,2017-04-03,0.08,73
USC00513117,2017-04-04,0.04,72
USC00513117,2017-04-05,0.04,72
USC00513117,2017-04-06,0.0,73
USC00513117,2017-04-07,0.0,74
USC00513117,2017-04-08,0.0,73
USC00513117,2017-04-09,0.0,69
USC00513117,2017-04-10,0.01,71
USC00513117,2017-04-11,0.03,75
USC00513117,2017-04-12,0.03,74
USC00513117,2017-04-13,0.27,71
USC00513117,2017-04-14,0.69,70
USC00513117,2017-04-15,0.45,70
USC00513117,2017-04-16,0.49,69
USC00513117,2017-04-17,0.41,69
USC00513117,2017-04-18,0.08,70
USC00513117,2017-04-19,0.02,70
USC00513117,2017-04-20,0.33,75
USC00513117,2017-04-21,1.16,70
USC00513117,2017-04-22,1.01,74
USC00513117,2017-04-23,0.02,75
USC00513117,2017-04-24,0.0,76
USC00513117,2017-04-25,0.0,75
USC00513117,2017-04-26,0.0,78
USC00513117,2017-04-27,0.1,73
USC00513117,2017-04-28,2.6,70
USC00513117,2017-04-29,0.35,66
USC00513117,2017-04-30,1.21,61
USC00513117,2017-05-01,0.07,68
USC00513117,2017-05-02,0.03,73
USC00513117,2017-05-03,0.01,74
USC00513117,2017-05-04,0.0,77
USC00513117,2017-05-05,0.0,78
USC00513117,2017-05-06,0.0,75
USC00513117,2017-05-07,0.07,75
USC00513117,2017-05-08,0.22,71
USC00513117,2017-05-09,1.62,74
USC00513117,2017-05-10,0.05,75
USC00513117,2017-05-11,0.03,74
USC00513117,2017-05-12,0.04,74
USC00513117,2017-05-13,0.02,75
USC00513117,2017-05-14,0.05,75
USC00513117,2017-05-15,0.08,75
USC00513117,2017-05-16,0.03,75
USC00513117,2017-05-17,0.02,75
USC00513117,2017-05-18,0.09,70
USC00513117,2017-05-19,0.02,70
USC00513117,2017-05-20,0.0,72
USC00513117,2017-05-21,0.0,72
USC00513117,2017-05-22,0.0,76
USC00513117,2017-05-23,0.02,73
USC00513117,2017-05-24,0.58,75
USC00513117,2017-05-25,0.37,69
USC00513117,2017-05-26,0.02,73
USC00513117,2017-05-27,0.0,69
USC00513117,2017-05-28,0.29,71
USC00513117,2017-05-29,0.02,71
USC00513117,2017-05-30,0.2,74
USC00513117,2017-05-31,0.1,76
USC00513117,2017-06-01,0.03,76
USC00513117,2017-06-02,0.1,76
USC00513117,2017-06-03,0.2,76
USC00513117,2017-06-04,0.15,78
USC00513117,2017-06-05,0.0,76
USC00513117,2017-06-06,0.0,75
USC00513117,2017-06-07,0.0,75
USC00513117,2017-06-08,0.02,76
USC00513117,2017-06-09,0.02,78
USC00513117,2017-06-10,0.21,75
USC00513117,2017-06-11,0.24,73
USC00513117,2017-06-12,0.19,76
USC00513117,2017-06-13,0.36,76
USC00513117,2017-06-14,0.27,76
USC00513117,2017-06-15,0.17,77
USC00513117,2017-06-16,0.02,76
USC00513117,2017-06-17,0.35,77
USC00513117,2017-06-18,0.25,72
USC00513117,2017-06-19,0.05,77
USC00513117,2017-06-20,0.05,75
USC00513117,2017-06-21,0.02,82
USC00513117,2017-06-22,0.1,77
USC00513117,2017-06-23,0.0,76
USC00513117,2017-06-24,0.0,74
USC00513117,2017-06-25,0.08,73
USC00513117,2017-06-26,0.02,77
USC00513117,2017-06-27,0.0,77
USC00513117,2017-06-28,0.01,77
USC00513117,2017-06-29,0.03,76
USC00513117,2017-06-30,0.04,74
USC00513117,2017-07-01,0.06,76
USC00513117,2017-07-02,0.05,77
USC00513117,2017-07-03,0.13,77
USC00513117,2017-07-04,0.03,77
USC00513117,2017-07-05,0.0,77
USC00513117,2017-07-06,0.0,76
USC00513117,2017-07-07,0.02,77
USC00513117,2017-07-08,0.02,76
USC00513117,2017-07-09,0.09,76
USC00513117,2017-07-10,0.0,79
USC00513117,2017-07-11,0.01,76
USC00513117,2017-07-12,0.01,78
USC00513117,2017-07-13,0.33,76
USC00513117,2017-07-14,0.05,80
USC00513117,2017-07-15,0.03,79
USC00513117,2017-07-16,0.07,76
USC00513117,2017-07-17,0.12,75
USC00513117,2017-07-18,0.03,78
USC00513117,2017-07-19,0.0,78
USC00513117,2017-07-20,0.12,78
USC00513117,2017-07-21,0.0,78
USC00513117,2017-07-22,0.07,78
USC00513117,2017-07-23,0.06,75
USC00513117,2017-07-24,0.58,78
USC00513117,2017-07-25,0.03,78
USC00513117,2017-07-26,0.06,78
USC00513117,2017-07-27,0.0,77
USC00513117,2017-07-28,0.13,77
USC00513117,2017-07-29,0.06,78
USC00513117,2017-07-30,0.0,78
USC00513117,2017-07-31,0.0,77
USC00514830,2016-08-24,2.28,80
USC00514830,2016-08-25,0.0,81
USC00514830,2016-08-26,0.02,81
USC00514830,2016-08-27,0.02,81
USC00514830,2016-08-28,0.14,81
USC00514830,2016-08-29,0.04,80
USC00514830,2016-09-01,0.0,82
USC00514830,2016-09-02,0.19,81
USC00514830,2016-09-06,0.04,80
USC00514830,2016-09-07,0.23,80
USC00514830,2016-09-08,0.01,81
USC00514830,2016-09-09,0.29,77
USC00514830,2016-09-13,0.32,79
USC00514830,2016-09-14,1.84,79
USC00514830,2016-09-15,0.07,81
USC00514830,2016-09-16,0.07,79
USC00514830,2016-09-20,0.25,80
USC00514830,2016-09-21,0.02,80
USC00514830,2016-09-22,0.17,78
USC00514830,2016-09-23,0.15,81
USC00514830,2016-09-24,0.0,82
USC00514830,2016-09-25,0.0,82
USC00514830,2016-09-26,0.02,80
USC00514830,2016-09-27,0.0,79
USC00514830,2016-09-28,0.0,80
USC00514830,2016-09-29,0.2,79
USC00514830,2016-09-30,0.06,80
USC00514830,2016-10-01,0.08,80
USC00514830,2016-10-02,0.03,80
USC00514830,2016-10-03,0.03,80
USC00514830,2016-10-04,0.0,81
USC00514830,2016-10-05,0.0,80
USC00514830,2016-10-06,0.0,80
USC00514830,2016-10-07,0.0,79
USC00514830,2016-10-11,0.04,80
USC00514830,2016-10-12,0.0,80
